carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,type,manufacturer,model,engines,seats,engine,arr_delay
B6,219,N298JB,JFK,CLT,89.0,541,8,0,57.02,44.06,61.81,80.0,6.90468,,0.0,1025.8,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
DL,857,N3752,JFK,SAN,309.0,2446,8,25,57.92,50.0,74.86,10.0,16.11092,24.16638,0.0,1006.1,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
9E,3439,N921XJ,JFK,CVG,89.0,589,19,0,41.0,26.06,54.97,330.0,19.56326,26.46794,0.0,1007.7,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
MQ,3361,N800MQ,JFK,RDU,69.0,427,12,50,84.92,71.96,65.23,200.0,9.20624,,0.0,1016.8,10.0,,,,,,,0.0
UA,1591,N39461,EWR,IAH,208.0,1400,7,20,71.96,64.94,78.57,230.0,6.90468,,0.0,1012.7,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
WN,3962,N416WN,LGA,MDW,106.0,725,17,55,55.04,23.0,28.57,320.0,11.5078,19.56326,0.0,1015.6,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,1.0
DL,461,N623DL,LGA,ATL,106.0,762,6,0,78.08,62.96,59.74,40.0,10.35702,,0.0,1011.8,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
9E,3448,N908XJ,JFK,CVG,86.0,589,16,5,64.94,33.08,30.37,,3.45234,,0.0,1028.2,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
B6,171,N634JB,JFK,SMF,353.0,2521,18,59,46.4,44.6,93.4,160.0,13.80936,,0.1,,7.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1152,N14731,EWR,PDX,361.0,2434,18,0,55.94,48.02,74.67,240.0,9.20624,,0.0,1014.9,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
B6,197,N523JB,JFK,LAS,312.0,2248,9,42,53.96,42.08,64.03,220.0,6.90468,,0.0,1017.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1637,N26226,EWR,TPA,148.0,997,19,1,39.92,17.06,39.17,270.0,11.5078,18.41248,0.0,1010.7,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
AS,21,N581AS,EWR,SEA,295.0,2402,7,25,78.08,66.92,68.59,230.0,6.90468,,0.0,1019.9,10.0,Fixed wing multi engine,BOEING,737-890,2.0,149.0,Turbo-fan,0.0
UA,544,N830UA,LGA,ORD,122.0,733,9,0,17.96,3.02,51.36,340.0,14.96014,19.56326,0.0,1023.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
UA,279,N412UA,EWR,ORD,116.0,719,7,51,30.02,10.94,44.41,280.0,19.56326,24.16638,0.0,1021.4,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
MQ,3670,N519MQ,LGA,ATL,109.0,762,11,55,51.08,26.06,37.54,220.0,13.80936,21.86482,0.0,1020.6,10.0,Fixed wing single engine,CESSNA,A185F,1.0,6.0,Reciprocating,1.0
UA,998,N442UA,EWR,PHX,302.0,2133,12,51,28.94,26.96,92.86,360.0,9.20624,,0.02,,1.5,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
US,2189,N745VJ,LGA,DCA,43.0,214,17,0,55.4,51.8,87.65,,5.7539,,0.0,,9.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,1.0
EV,4181,N21144,EWR,MCI,,1092,14,42,33.8,32.0,95.75,170.0,6.90468,,0.0,,2.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,
EV,4555,N14148,LGA,CLE,73.0,419,6,10,51.08,33.08,49.97,250.0,8.05546,,0.0,1016.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
DL,120,N713TW,JFK,LAX,343.0,2475,9,0,41.0,30.92,67.09,240.0,11.5078,,0.0,1031.0,10.0,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,0.0
EV,4705,N12563,EWR,ATL,104.0,746,16,55,71.06,55.94,58.82,280.0,13.80936,19.56326,0.0,1008.7,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
US,2171,N725UW,LGA,DCA,40.0,214,11,0,62.96,48.92,60.11,30.0,11.5078,,0.0,1008.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,0.0
EV,4552,N12900,EWR,GSO,77.0,445,13,26,39.92,17.96,40.72,280.0,11.5078,18.41248,0.0,1035.5,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
UA,272,N525UA,JFK,SFO,371.0,2586,18,30,44.06,10.04,24.53,290.0,19.56326,31.07106,0.0,1012.8,10.0,,,,,,,1.0
WN,962,N466WN,LGA,BNA,118.0,764,18,20,46.94,23.0,38.56,270.0,11.5078,23.0156,0.0,1006.3,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
B6,281,N183JB,JFK,HOU,224.0,1428,8,15,39.02,37.04,92.53,60.0,10.35702,,0.04,1019.6,4.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
UA,524,N464UA,EWR,IAH,180.0,1400,20,51,89.06,69.08,51.83,240.0,6.90468,,0.0,1016.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,983,N804JB,LGA,TPA,146.0,1010,6,35,24.98,19.94,80.87,20.0,5.7539,,0.0,,7.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
UA,1414,N37255,EWR,TPA,135.0,997,10,5,69.98,53.06,54.94,240.0,8.05546,,0.0,1009.5,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
MQ,3391,N813MQ,LGA,CMH,,479,14,55,30.2,26.6,86.28,40.0,16.11092,,0.0,,3.0,,,,,,,
DL,884,N3755D,LGA,DEN,210.0,1620,17,45,73.94,53.06,48.04,50.0,8.05546,,0.0,1020.6,10.0,Fixed wing multi engine,BOEING,737-832,2.0,189.0,Turbo-jet,0.0
VX,161,N840VA,EWR,LAX,303.0,2454,9,15,82.04,62.06,50.84,0.0,0.0,,0.0,1021.9,9.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
F9,837,N216FR,LGA,DEN,244.0,1620,17,30,35.96,33.98,92.43,50.0,16.11092,,0.03,1013.7,2.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,1.0
US,2187,N744P,LGA,DCA,40.0,214,16,0,87.08,57.02,36.12,180.0,14.96014,19.56326,0.0,1018.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,1.0
AA,1815,N630AA,JFK,MCO,145.0,944,6,55,60.08,57.02,89.61,160.0,6.90468,,0.0,,10.0,Fixed wing multi engine,BOEING,757-223,2.0,178.0,Turbo-fan,1.0
B6,801,N593JB,JFK,FLL,176.0,1069,20,20,37.94,35.06,89.25,210.0,11.5078,,0.0,1016.3,8.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
MQ,4582,N537MQ,LGA,CLT,78.0,544,9,10,68.0,42.08,38.91,300.0,6.90468,,0.0,1009.4,10.0,,,,,,,0.0
UA,299,N828UA,EWR,DFW,187.0,1372,20,15,51.98,17.06,24.81,330.0,23.0156,29.92028,0.0,1012.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2.0,179.0,Turbo-jet,0.0
AA,711,N3FBAA,LGA,DFW,190.0,1389,6,55,75.02,69.08,81.79,230.0,8.05546,,0.0,1023.5,10.0,,,,,,,0.0
MQ,4599,N544MQ,LGA,MSP,143.0,1020,6,30,78.08,64.04,62.05,220.0,6.90468,,0.0,1019.6,10.0,,,,,,,0.0
B6,11,N535JB,JFK,FLL,144.0,1069,21,45,50.0,44.96,82.73,120.0,6.90468,,0.0,1017.5,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
EV,3833,N14904,EWR,CLT,89.0,529,21,29,64.94,55.04,70.28,190.0,12.65858,,0.0,1011.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,1211,N630JB,JFK,LAS,311.0,2248,11,29,75.92,64.04,66.65,200.0,9.20624,,0.0,1017.7,8.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,3741,N293PQ,LGA,MCI,172.0,1107,8,10,35.06,21.92,58.37,210.0,5.7539,,0.0,1020.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
EV,4405,N13550,EWR,SAV,112.0,708,10,1,33.98,12.02,39.72,350.0,10.35702,,0.0,1007.7,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
EV,4628,N13956,EWR,STL,142.0,872,10,47,32.0,21.92,65.97,270.0,10.35702,,0.0,1017.8,9.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
9E,3881,N840AY,EWR,CVG,82.0,569,16,59,80.96,64.04,56.45,260.0,11.5078,19.56326,0.0,1015.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
AA,543,N5FFAA,JFK,MIA,143.0,1089,17,35,57.02,55.04,93.08,100.0,12.65858,,0.03,1023.5,1.25,,,,,,,1.0
EV,4201,N19554,EWR,MHT,37.0,209,13,52,69.08,51.98,54.45,170.0,8.05546,,0.0,1023.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,301,N706JB,JFK,FLL,149.0,1069,14,29,44.96,5.0,18.87,50.0,6.90468,,0.0,1034.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,1185,N216JB,JFK,RDU,,427,17,38,50.0,26.96,40.55,100.0,23.0156,29.92028,0.0,1034.1,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,
B6,885,N324JB,JFK,RDU,88.0,427,7,37,33.98,30.92,88.42,300.0,11.5078,,0.0,1001.2,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
MQ,4657,N537MQ,LGA,ATL,113.0,762,16,15,68.0,32.0,26.15,60.0,10.35702,,0.0,1022.2,10.0,,,,,,,1.0
EV,4940,N604QX,LGA,CHS,87.0,641,9,0,69.08,53.96,58.56,270.0,4.60312,,0.0,1015.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,1.0
EV,5092,N195PQ,EWR,ATL,100.0,746,19,50,75.92,46.04,34.61,330.0,5.7539,,0.0,1016.8,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
US,1895,N170US,EWR,CLT,81.0,529,5,0,39.92,24.08,52.79,240.0,8.05546,,0.0,1022.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2.0,199.0,Turbo-jet,0.0
EV,3823,N16183,EWR,MSN,109.0,799,14,5,37.04,33.08,85.43,50.0,11.5078,20.71404,0.01,998.5,3.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
UA,642,N510UA,JFK,SFO,330.0,2586,10,25,44.96,37.04,73.59,90.0,3.45234,,0.02,1014.0,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
B6,2002,N184JB,JFK,BUF,57.0,301,22,50,50.0,46.94,89.17,170.0,12.65858,,0.0,1013.9,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
DL,401,N342NB,EWR,ATL,108.0,746,11,45,69.08,42.98,38.81,300.0,8.05546,17.2617,0.0,1022.6,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,0.0
B6,647,N641JB,JFK,SFO,336.0,2586,17,32,71.06,39.92,32.23,,4.60312,,0.0,1019.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
9E,2909,N905XJ,JFK,RIC,53.0,288,19,35,35.06,15.08,43.52,60.0,4.60312,,0.0,1036.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
MQ,4255,N681MQ,JFK,BNA,123.0,765,17,0,64.04,24.08,21.68,280.0,28.7695,,0.0,1007.7,10.0,,,,,,,0.0
DL,1597,N315NB,JFK,BOS,38.0,187,12,0,71.06,44.96,39.13,330.0,20.71404,25.31716,0.0,1008.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
B6,167,N703JB,JFK,OAK,325.0,2576,17,10,80.06,48.02,32.53,340.0,17.2617,,0.0,1012.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,703,N597JB,JFK,SJU,199.0,1598,14,29,80.96,51.08,35.4,340.0,14.96014,,0.0,1015.6,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1246,N77261,EWR,SFO,363.0,2565,15,22,44.96,21.92,39.72,330.0,16.11092,29.92028,0.0,1020.7,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
MQ,4426,N737MQ,LGA,CMH,,479,13,0,37.04,28.94,72.24,350.0,20.71404,26.46794,0.0,1016.3,10.0,Fixed wing single engine,CESSNA,172N,1.0,4.0,Reciprocating,
MQ,3670,N510MQ,LGA,BNA,106.0,764,9,55,69.08,48.92,48.6,310.0,4.60312,,0.0,1020.3,10.0,,,,,,,0.0
UA,765,N433UA,EWR,DEN,219.0,1605,11,29,80.96,71.6,78.62,,12.65858,,0.0,,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
EV,4510,N13970,EWR,MKE,120.0,725,10,46,68.0,33.08,27.31,260.0,10.35702,17.2617,0.0,1023.7,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
MQ,3713,N735MQ,LGA,XNA,153.0,1147,17,55,66.02,53.06,62.96,190.0,8.05546,,0.0,1017.0,10.0,,,,,,,0.0
MQ,4646,N535MQ,LGA,MSP,187.0,1020,11,50,30.02,8.96,40.65,310.0,11.5078,,0.0,1032.5,10.0,,,,,,,1.0
US,2118,N953UW,LGA,BOS,39.0,184,8,0,64.94,53.06,65.37,150.0,4.60312,,0.0,1020.3,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
9E,2937,N8884E,JFK,IAD,53.0,228,19,9,39.92,21.02,46.41,340.0,21.86482,27.61872,0.0,1024.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
EV,4150,N15555,EWR,CVG,101.0,569,6,22,,,,,,,,,,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
AA,1709,N3FVAA,LGA,MIA,144.0,1096,20,0,91.04,66.92,45.22,260.0,9.20624,,0.0,1016.5,10.0,,,,,,,0.0
EV,4166,N12967,EWR,GSP,95.0,594,6,30,69.98,64.94,84.04,220.0,8.05546,,0.0,1012.7,9.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
MQ,4404,N838MQ,JFK,RDU,71.0,427,13,0,62.06,51.98,69.51,170.0,17.2617,26.46794,0.0,1012.1,10.0,,,,,,,1.0
VX,251,N844VA,JFK,LAS,290.0,2248,9,35,39.02,21.02,48.07,340.0,12.65858,,0.0,1008.0,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,0.0
AA,45,N3AMAA,JFK,LAS,312.0,2248,17,0,48.92,48.02,96.69,60.0,6.90468,,0.05,,5.0,,,,,,,1.0
MQ,3359,N836MQ,JFK,RDU,67.0,427,14,55,93.02,75.92,57.69,180.0,14.96014,,0.0,1011.6,9.0,,,,,,,0.0
DL,1885,N312US,LGA,MCO,140.0,950,9,0,35.96,30.92,81.72,60.0,20.71404,29.92028,0.02,1017.3,4.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2.0,182.0,Turbo-jet,0.0
AA,1156,N3CYAA,LGA,DFW,221.0,1389,15,45,35.06,10.04,34.84,230.0,10.35702,18.41248,0.0,1029.1,10.0,,,,,,,0.0
B6,189,N524JB,JFK,SAN,317.0,2446,9,0,77.0,53.06,43.38,330.0,10.35702,,0.0,1021.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,371,N503JB,LGA,FLL,146.0,1076,6,0,64.04,57.02,77.92,310.0,11.5078,,0.0,1005.9,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
DL,430,N704X,JFK,SFO,337.0,2586,7,0,55.94,55.94,100.0,190.0,6.90468,,0.01,995.4,0.75,Fixed wing multi engine,BOEING,757-2Q8,2.0,178.0,Turbo-fan,1.0
EV,5736,N877AS,LGA,IAD,55.0,229,10,0,73.94,55.04,51.65,290.0,10.35702,,0.0,1015.2,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
9E,3452,N924XJ,JFK,BOS,43.0,187,14,45,42.98,19.94,39.38,260.0,18.41248,24.16638,0.0,1009.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
WN,19,N479WN,EWR,STL,129.0,872,17,30,64.04,48.02,55.95,120.0,6.90468,,0.0,1020.5,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
EV,3822,N17984,EWR,TYS,104.0,631,20,0,30.92,28.4,92.92,360.0,5.7539,,0.01,,3.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,377,N643JB,LGA,FLL,162.0,1076,13,40,53.96,37.04,52.61,170.0,21.86482,,0.0,1020.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
WN,3872,N734SA,EWR,MDW,111.0,711,18,0,50.0,24.98,37.36,330.0,18.41248,24.16638,0.0,1018.9,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
B6,1729,N239JB,JFK,RSW,149.0,1074,15,35,60.26,28.94,30.28,260.0,13.80936,,0.0,1022.4,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
DL,884,N333NB,LGA,DEN,230.0,1620,16,45,64.04,48.02,55.95,150.0,6.90468,,0.0,1024.5,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,Turbo-fan,0.0
AA,2223,N471AA,LGA,STL,137.0,888,14,45,69.98,48.02,45.57,150.0,11.5078,20.71404,0.0,1018.8,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,1.0
AA,19,N328AA,JFK,LAX,322.0,2475,10,30,55.04,39.92,56.62,110.0,11.5078,,0.0,1025.9,10.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
AA,647,N5FKAA,JFK,MIA,153.0,1089,9,15,75.02,66.92,78.19,350.0,16.11092,,0.0,,10.0,,,,,,,0.0
UA,1127,N17105,EWR,SFO,354.0,2565,18,0,62.96,51.98,67.34,150.0,11.5078,,0.0,1019.7,10.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,0.0
EV,4686,N11194,EWR,MCI,174.0,1092,8,59,39.02,32.0,75.69,220.0,9.20624,,0.0,1016.5,7.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
UA,524,N423UA,EWR,IAH,187.0,1400,20,10,32.0,15.98,51.15,320.0,18.41248,23.0156,0.0,1007.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
AA,759,N3HJAA,LGA,DFW,211.0,1389,15,5,51.98,21.92,30.53,230.0,14.96014,24.16638,0.0,1017.8,10.0,,,,,,,0.0
AA,1357,N5FGAA,JFK,SJU,190.0,1598,8,50,37.94,15.08,38.84,,3.45234,,0.0,1029.0,10.0,,,,,,,0.0
B6,2180,N266JB,EWR,BOS,45.0,200,6,8,69.98,64.04,81.44,250.0,3.45234,,0.0,1021.6,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
WN,993,N945WN,LGA,MDW,119.0,725,11,5,51.98,33.08,48.34,170.0,19.56326,23.0156,0.0,1023.1,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,1.0
DL,2047,N667DN,LGA,ATL,110.0,762,7,59,71.96,62.96,73.3,0.0,0.0,,0.0,1019.4,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
AA,172,N3HGAA,EWR,MIA,149.0,1085,16,20,62.96,53.06,70.07,10.0,16.11092,,0.0,1019.5,10.0,,,,,,,1.0
B6,600,N353JB,JFK,PWM,48.0,273,9,9,75.92,66.92,73.68,240.0,9.20624,,0.0,1012.9,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,66,N324JB,JFK,BUF,55.0,301,12,55,50.0,37.04,60.89,160.0,24.16638,32.22184,0.0,1022.5,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,161,N593JB,JFK,SMF,311.0,2521,19,40,84.02,75.92,76.7,180.0,4.60312,,0.0,1015.2,9.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,1982,N979DL,LGA,MIA,150.0,1096,15,45,89.06,53.96,30.35,210.0,9.20624,,0.0,1018.9,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
9E,3335,N934XJ,JFK,BOS,34.0,187,8,50,55.4,51.8,87.65,10.0,10.35702,,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
EV,4567,N17108,EWR,MCI,180.0,1092,11,54,57.92,53.96,86.63,0.0,0.0,,0.0,1020.5,4.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
EV,4137,N11551,EWR,ATL,129.0,746,6,0,73.04,69.98,90.14,270.0,6.90468,,0.0,1007.6,8.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
WN,135,N209WN,LGA,DEN,242.0,1620,6,30,37.94,26.06,61.94,90.0,4.60312,,0.0,1032.0,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
EV,4250,N12967,EWR,GRR,105.0,605,8,34,37.04,28.04,69.63,10.0,12.65858,,0.0,1027.4,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
MQ,3044,N675MQ,JFK,BWI,38.0,184,18,30,75.02,68.0,78.81,180.0,16.11092,,0.0,1018.9,10.0,,,,,,,0.0
WN,3135,N705SW,LGA,MKE,111.0,738,19,25,51.08,46.94,85.67,180.0,17.2617,24.16638,0.0,1010.9,9.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,1.0
UA,1170,N19130,EWR,FLL,161.0,1065,9,0,39.92,28.04,62.21,260.0,14.96014,,0.0,1012.7,10.0,Fixed wing multi engine,BOEING,757-224,2.0,178.0,Turbo-jet,1.0
9E,3762,N8611A,EWR,CVG,99.0,569,13,0,46.94,21.02,35.47,200.0,8.05546,,0.0,1013.6,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
UA,1128,N24715,LGA,IAH,171.0,1416,18,59,75.92,62.06,62.17,40.0,8.05546,,0.0,1015.8,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
AA,759,N3EMAA,LGA,DFW,219.0,1389,14,55,42.08,6.98,23.06,290.0,21.86482,33.37262,0.0,1014.5,10.0,,,,,,,0.0
EV,4533,N22909,EWR,BUF,48.0,282,6,54,64.04,55.04,72.53,0.0,0.0,,0.0,1024.1,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
B6,229,N178JB,JFK,RSW,163.0,1074,9,5,50.0,44.96,82.73,200.0,5.7539,,0.0,1016.8,9.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
DL,926,N322US,EWR,ATL,114.0,746,18,15,59.0,48.02,66.88,140.0,5.7539,,0.0,1021.4,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2.0,182.0,Turbo-jet,0.0
B6,389,N509JB,LGA,MCO,130.0,950,7,50,35.06,30.92,84.69,60.0,4.60312,,0.0,1028.8,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
UA,544,N431UA,LGA,ORD,102.0,733,7,0,82.04,64.94,56.24,350.0,12.65858,,0.0,1022.3,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
EV,5064,N744EV,LGA,TVC,90.0,655,13,10,84.02,69.08,60.87,220.0,10.35702,,0.0,1010.1,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
B6,2602,N298JB,JFK,BUF,58.0,301,10,40,53.6,53.6,100.0,200.0,9.20624,,0.0,,0.06,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
9E,4065,N8938A,LGA,SDF,105.0,659,9,24,44.96,26.06,47.23,310.0,26.46794,34.5234,0.0,1016.8,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
EV,5209,N758EV,LGA,CHS,81.0,641,20,30,62.96,53.06,70.07,140.0,6.90468,,0.0,1018.5,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,0.0
